id|title|year|conferenceid|journalid|keyword
548812|Information Integration through Ontology and Metadata for Sustainability Analysis|0|0|0|Keywords: Sustainability Analysis; Indicators of Sustainable Devel opment; Domain Ontology; Metadata
548977|Process Alternatives for Coupling Reaction and Distillation|2004|0|1945|process alternatives; partially coupled; reactive distillation; attainable region
549227|Rapid assessment breast clinics – Evolution through audit|2006|0|3123|Rapid assessment breast clinics; Triple assessment; Breast cancer
549227|Rapid assessment breast clinics – Evolution through audit|2006|0|3123|Rapid assessment breast clinics; Triple assessment; Breast cancer
550465|Low cost modular integrated horn antenna array using heterojunction barrier diode detectors|2008|4393|0|
550550|Bioprocess Optimization and Control: Application of Hybrid Modeling|1994|0|0|
550654|On the Oscillation of Partial Difference Equations Generated by Deviating Arguments|1998|0|7036|
551408||2006|0|9634|
551440|Dermatological manifestations of autoimmune polyendocrinopathy-candidiasis-ectodermal dystrophy syndrome|2006|0|2754|
551440|Dermatological manifestations of autoimmune polyendocrinopathy-candidiasis-ectodermal dystrophy syndrome|2006|0|2754|
551779|The hybrid reciprocal velocity obstacle|2011|0|853|
552544|Search for a fermiophobic Higgs boson in the diphoton decay channel with the ATLAS detector|2012|0|0|Particle Physics - Experiment
552929|Selective visual attention enables learning and recognition of multiple objects in cluttered scenes|2005|0|813|
553054|Single-spin azimuthal asymmetries in electroproduction of neutral pions in semi-inclusive deep-inelastic scattering|2001|0|8568|
553308|REAL PART OF THE NON-FLIP AMPLITUDE IN $pi$N CHARGE EXCHANGE SCATTERING.|1971|0|8558|
553582|Inclusive Reactions with Three Polarized Particles|1988|0|8434|
553603|Reducing the mean size of API crystals by continuous manufacturing with product classification and recycle|2010|0|1946|Pharmaceuticals; Particle micronization; Continuous crystallization; Product classification; Design; Systems engineering
553658|On Protecting Industrial Automation and Control Systems against Electronic Attacks|2007|2911|0|
553971||0|0|0|
554566|Summation averages and the oscillation of second-order nonlinear difference equations|1996|0|5653|Oscillatory solutions; Difference equations
555276||2000|0|919|43 PARTICLE ACCELERATORSADVANCED LIGHT SOURCE, REGULATIONS, LAWRENCE BERKELEY LABORATORY,ADVANCED LIGHT SOURCE ALS
555396|Fiscal deficits, monetary reform and inflation stabilization in romania|2001|0|10833|Fiscal deficits,Public debt,Money demand,Seigniorage,E63,F34,E52,E41
555513|THE USER-REPORTED CRITICAL INCIDENT METHOD AT A GLANCE |1997|0|0|
556687||0|0|0|
557098|Vision-Based Online Process Control in Manufacturing Applications|2008|0|966|Defect detection; machine vision; shape-from-shading (SFS); vision-based process control
557548|Accurate energy accounting for shared virtualized environments using PMC-based power modeling techniques|2010|1036|0|Energy accounting; Performance Counters; Power Modeling; Virtualization
557909|Review and criticism|1986|0|10795|
558232|Phenolics and antimicrobial activity of traditional stoned table olives ‘alcaparra’|2006|0|1908|Luteolin; Luteolin 7-O glucoside; Apigenin 7-O glucoside; ‘Alcaparra’; Table olives; Antimicrobial activity
558332|Extracting View-Dependent Depth Maps from a Collection of Images|2004|0|373|
558538|Time domain global modelling of EM propagation in semiconductor using irregular grids|2002|0|5441|
558649|A novel low-loss slow-wave microstrip structure|1998|0|5322|Index Terms— Slow-wave factor, slow-wave structure.
559046|Differential and Numerically Invariant Signature Curves Applied to Object Recognition|1996|0|373|
559750|Kernel PCA Pattern Reconstruction via Approximate Pre-Images|1998|12|0|
560785|Adaptive Supervisory Control under Sensor Unavailability|2000|38|0|
560922|Prevalence of depressive symptoms in patients being evaluated for liver transplantation|2002|0|4389|
561239|Structure/Function Studies of Ser/Thr and Tyr Protein Phosphorylation in Mycobacterium tuberculosis|2005|0|7494|Ser/Thr protein kinase,Protein tyrosine phosphatase,Protein kinase substrates
561352|Weakly Stratified Logic Programs|1990|0|329|
561400|Centralized Communication in Radio Networks with Strong Interference|0|0|0|
561429|Teleparallel Gravity: An Overview|2000|0|0|
561708|Cancer Prevention with Berries: Role of Anthocyanins|0|0|0|Key Words: Berries; cancer chemoprevention; anthocyanins; esophagus; colon; oral cavity; molecular mechanisms
561749|Evaluation of the levels of oral Candida in patients with Sjögren's syndrome|1998|0|4034|
562374|Usability Evaluation Techniques: A Novel Method For Assessing The Usability Of An Immersive Medical Visualization Ve|1999|0|0|
562534|First observation of in-medium modifications of the ! meson|0|0|0|
563002|Application of a nitroxide radical as overcharge protection in rechargeable lithium batteries|2007|0|5588|Secondary lithium-ion batteries; Overcharge protection; TEMPO; Redox shuttle; Electrochemical stability
563212||2004|526|0|
563272|Efficient and robust streaming provisioning in VPNs|2003|526|0|VPNs|streaming server placement
563378|Reductive perturbation method, multiple-time solutions and the KdV hierarchy|1995|0|0|Nonlinear Systems
563793||2012|0|0|Particle Physics - Experiment
563919|Online deadline scheduling on faster machines|2003|0|46|Scheduling; Online algorithms
564850|Progress and Challenges in Selected Areas of Tobacco Carcinogenesis|2008|0|8156|
565252|Serologic response to Bartonella henselae in patients with cat scratch disease and in sick and healthy children|2007|0|2432|
565876|Introduction. Understanding Peace, Conflict and War|1999|0|9639|
565983|Debt, Deficits, and Destabilizing Monetary Policy in Open Economies|2006|0|0|Fiscal-monetary policy interactions; sovereign default risk; foreign debt; inflation targeting; original sin
566239|Search for the Decays B0 ! e+e and B0 ! µ+µ|0|0|0|
566388|Invariant hypersurfaces for positive characteristic vector fields|2002|0|7269|13N15; 14Rxx
566664|Financial super-markets: size matters for asset trade|2004|0|4886|F4; F12; G1; G12
566911|Supervised Coloring of Volumes|0|0|0|
567110|MIRES: an information exchange system for mobile phones|2004|324|0|distributed data management|mobile resource sharing
567125|Growth of the continental crust: a planetary-mantle perspective|1989|0|6586|
567247|Studies on a multi-machine power system with a neural network based excitation controller|2000|4728|0|Keywords: Multi-mode oscillations, adaptive power system stabilizer, neural networks.
567365|PhosPhAt: a database of phosphorylation sites in Arabidopsis thaliana and a plant-specific phosphorylation site predictor|2007|0|188|
567439|A Pragmatic Protocol for Database Replication in Interconnected Clusters|2006|1492|0|
567439|A Pragmatic Protocol for Database Replication in Interconnected Clusters|2006|1492|0|
567846||2004|0|7751|
568048|Invariant Classification of Red Blood Cells: A Comparison of Different Approaches|2001|1516|0|
568090|Deposition of diamond crystal at substrate temperature lower than 500 C|1991|0|0|CRYSTAL GROWTH, DIAMOND FILMS, PLASMA HEATING, VAPOR DEPOSITION, CUBIC LATTICES, MICROWAVE FREQUENCIES
568570|Edge detection in multispectral images using the self-organizing map|2003|0|419|
568873||2006|0|2062|
569149|Dithered ADC systems in the presence of hysteresis errors|1999|4139|0|
569419|Political Psychology as Applied Psychology: An Introduction|1998|0|9518|
569439|A Schema for Specifying Computational Autonomy|2002|935|0|
569672|Flood control and shrinkage in the Haihe River Mouth|2001|0|2334|shrinkage. Keywords: estuarine channel shrinkage, flood control, dredging, Haihe River, sedimentation.
569738||2004|0|0|
569776|DL-Lite with Temporalised Concepts, Rigid Axioms and Roles|2009|717|0|
570501|Carney complex: report of a kindred with predominantly cutaneous manifestations|1997|0|2754|
570501|Carney complex: report of a kindred with predominantly cutaneous manifestations|1997|0|2754|
570752|Policy Measurement for Trade Negotiations and Domestic Reforms|0|0|0|
570768|Determination of Motion Breakpoints in a Task Sequence from Human Hand Motion|1994|38|0|
570935|The Practical Requirements for Making a Conscious Robot|1994|0|0|
571143|Africa's Growth Trap: A Political-Economy Model of Taxation, R&D and Investment|2000|0|0|time consistency, agricultural policy, economic growth
571156|Denoising swallowing sound to improve the evaluator's qualitative analysis|2008|0|814|Swallowing sound; Cervical auscultation; Wavelet denoising
571526|Robust neural network controllers for indirect field orientation control of induction machine drive system|2002|3449|0|
571770|Estimating Defect Density Using Test Coverage|1998|0|0|
571848|WAS Control Center: An Autonomic Performance-Triggered Tracing Environment for WebSphere|2005|3766|0|
571848|WAS Control Center: An Autonomic Performance-Triggered Tracing Environment for WebSphere|2005|3766|0|
571899|The Schwarz-Christoffel Transformation|0|0|0|
572059|-D Scene Data Recovery using Omnidirectional Multibaseline Stereo|1995|0|373|
572068|The psychological reality and neural basis of intermediate complexity features in perceptual categorization|2010|0|3768|
572365|Extracting Action-Sound Features From a Sound-Tracing Study|2010|-1|0|
572615|Randomized Multidimensional Search Trees: Further Results in Dynamic Sampling (Extended Abstract)|1991|706|0|
572913|International Trade and Currency Exchange|1999|0|0|Exchange Rate; International Currency; Liquidity
573151|Selbstlokalisation in Routengraphen|2001|1100|0|
573521|Continuous-variable quantum-state sharing via quantum disentanglement|2005|0|8565|
574079|Experimental Transmission of a Herpesvirus in Greek Tortoises (Testudo graeca)|2004|0|9424|
574459|Relationship Between Test Effectiveness and Coverage|2002|0|0|
574487|Improving Offline Handwritten Text Recognition with Hybrid HMM/ANN Models|2011|0|22227|
575726||1986|0|8576|
575816|Interferometry of dense plasma flows|1975|0|5485|
576837|Measurement of the Beam-Spin Azimuthal Asymmetry Associated with Deeply-Virtual Compton Scattering|2001|0|8570|
576869|Mast cells facilitate local VEGF release as an early event in the pathogenesis of postoperative peritoneal adhesions|2006|0|4348|
576869|Mast cells facilitate local VEGF release as an early event in the pathogenesis of postoperative peritoneal adhesions|2006|0|4348|
576906|Clear Differences in Levels of a Formaldehyde-DNA Adduct in Leukocytes of Smokers and Nonsmokers|2009|0|2811|
577311|Killer Immunoglobulin-like Receptor (KIR) Nomenclature Report|2003|0|0|
577334|A simple technique of introducing intracoronary shunts for off-pump coronary artery bypass surgery|2004|0|2594|off-pump; beating heart; coronary artery bypass surgery; ischemic heart disease; instruments
577502|Planar to equiaxed transition in the|1992|0|6929|
577557|A novel spherical carbon|2009|0|6846|
577720|Nonlinearities and real exchange rate dynamics.|2003|0|4865|Keywords: Real Exchange Rate Persistence, Purchasing Power Parity, Non-Linearities, trading costs.
577846|Fourier-transform infrared study of coextrusion-drawn poly(ethylene terephthalate)|1983|0|13164|
578344|A Certifying Compiler for Zero-Knowledge Proofs of Knowledge Based on Sigma-Protocols|2010|943|0|Key words: Zero-Knowledge, Protocol Compiler, Formal Verication
578344|A Certifying Compiler for Zero-Knowledge Proofs of Knowledge Based on Sigma-Protocols|2010|943|0|Key words: Zero-Knowledge, Protocol Compiler, Formal Verication
578527|A Note on Abstract Interpretation of Polymorphic Functions|1991|711|0|
578896|Considerations on the learning curve for laparoscopic colorectal surgery: a view from the bottom|2007|0|3354|
578896|Considerations on the learning curve for laparoscopic colorectal surgery: a view from the bottom|2007|0|3354|
579032|Pervasive authentication and authorization infrastructures for mobile users|2010|0|341|Ubiquitous computing; Authentication; Authorization; Trust; Security architecture
579240|A data mining approach to discover genetic and environmental factors involved in multifactorial diseases|2002|0|150|Data mining; Clustering; Genetic algorithm; Feature selection; Multifactorial disease
579351|Object-Oriented Plasma PIC Simulation using Fortran 90 on Supercomputers|0|0|0|
580095|Measuring Software Systems Scalability for Proactive Data Center Management|2010|1437|0|Keywords: Scalability, Self-management, Monitoring, Provisioning.
580095|Measuring Software Systems Scalability for Proactive Data Center Management|2010|1437|0|Keywords: Scalability, Self-management, Monitoring, Provisioning.
580388|Seventeenth Sir Peter Freyer memorial lecture and surgical symposium|1994|0|3428|
580513|Textured Non-Magnetic Ni-V 10 % Alloy Tape for Epitaxial Growth of High TC Superconductors|1999|0|8435|
580807|Search Theory and Duration Data: A Theory of Sorts.|1977|0|0|
581263|JOB INTERACTIVITY USING A STEERING SERVICE IN AN INTERACTIVE GRID ANALYSIS ENVIRONMENT|0|0|0|
581263|JOB INTERACTIVITY USING A STEERING SERVICE IN AN INTERACTIVE GRID ANALYSIS ENVIRONMENT|0|0|0|
581746|124 Cytogenetic study of 36 patients with secondary myelodysplastic syndrome (MDS)/acute myeloid leukemia(AML)|1997|0|3826|
582113|Linear and nonlinear degenerate boundary value problems in Besov spaces|2009|0|5653|
582258|Alternating-time temporal logic with explicit strategies|2007|403|0|
582266||2011|0|7556|
582404|Scalable Image Coder Mixing DCT and Triangular Meshes|2000|1096|0|
582825|Distributed Applets|1997|789|0|Keywords Active objects; applets; distributed applications; groupware. BACKGROUND
583593|Gravitation Without the Equivalence Principle|2004|0|8410|KEY WORDS: Gravitation; teleparallelism; equivalence principle.
583975|Preface|2002|0|7222|
584525||1994|0|8532|
584697|Filaggrin in the frontline: role in skin barrier function and disease|2009|0|7725|
584697|Filaggrin in the frontline: role in skin barrier function and disease|2009|0|7725|
584701|Tailoring Resources: The Energy Efficient Consolidation Strategy Goes Beyond Virtualization|2008|6|0|application placement; energy efficiency; workload management
584701|Tailoring Resources: The Energy Efficient Consolidation Strategy Goes Beyond Virtualization|2008|6|0|application placement; energy efficiency; workload management
585936|Toxicant Exposure in Cigarette Reducers versus Light Smokers|2006|0|2800|
586002|Trust Strategies for the Semantic Web|2004|360|0|
586064|A comparison of neurological, metabolic, structural, and genetic evaluations in persons at risk for Huntington's disease|1990|0|7879|
586227|Essential Role for TrkB Receptors in Hippocampus-Mediated Learning|1999|0|8057|
586476|Uniform separable differential operators with parameters|2010|0|5536|
586942|Examination of local structure of composite and low dimension semiconductor with X-ray absorption spectroscopy|2006|0|8471|X-ray absorption; Nanoparticles, colloids and quantum structures
587080|An adaptive polarization-space-time processor for radar system|1993|4304|0|
587311|A Probabilistic Atlas of the Human Brain: Theory and Rationale for its development|1985|0|407|
588318||0|0|0|
588393|Prediction of Software Reliability Using Connectionist Models|1992|0|27|
627312||1973|0|1920|
588498|Diterpene production in Mycobacterium tuberculosis: Mycobacterium tuberculosis diterpenes|2010|0|1600|
588748|Computing in the Home: A Research Paradigm|1983|0|11456|
588867|Adsorption, Sequestration, and Bioaccessibility of As(V) in Soils|2002|0|6019|
589709|A Mathematical Programming Approach to the Kernel Fisher Algorithm|2001|187|0|
589720|Structure of shikimate kinase from Mycobacterium tuberculosis reveals the binding of shikimic acid|2004|0|1850|
589808|The morphologic variants of KSHV/HHV 8-associated lymphoproliferations|2007|0|4070|
589831|Geometrically valid pixel reprojection methods for novel view synthesis|1998|0|8445|image-based rendering; image synthesis; virtual reality
590459|Multiweight unipolar codes for multimedia optical CDMA applications based on pairwise balanced designs|2003|5168|0|
590687|Teaching Websites as Communication: A Coffee Shop Approach|2004|-1|0|
590687|Teaching Websites as Communication: A Coffee Shop Approach|2004|-1|0|
590747|Simple adaptation of current abdominal aortic aneurysm screening programs may address all-cause cardiovascular mortality|2008|0|2488|
590747|Simple adaptation of current abdominal aortic aneurysm screening programs may address all-cause cardiovascular mortality|2008|0|2488|
590797||2008|1188|0|
590824|A Smart and Portable Solution for Heavy Metals Concentration Measurements|2007|4139|0|accuracy; auto-calibration; smart sensing; water quality
590988|Teleparallel origin of the Fierz picture for spin-2 particle|2003|0|8568|
592330||2006|0|8156|
592575|TDP-43 Autoregulation: Implications for Disease|2011|0|7987|Keywords TDP-43.FTD.ALS.mRNA.3'UTR. Autoregulation.Alternative splicing.Neurodegeneration
592575|TDP-43 Autoregulation: Implications for Disease|2011|0|7987|Keywords TDP-43.FTD.ALS.mRNA.3'UTR. Autoregulation.Alternative splicing.Neurodegeneration
593214|Resonant electron diffusion as a saturation process of the synchrotron maser instability|1986|0|8494|
593305||1999|1260|0|
593371|Clustering Rules Using Empirical Similarity of Support Sets|2001|649|0|
593891|Domain Visualization for Dealing with Complex Information Systems |2004|25|0|
594364|Anodic stripping potentiometric determination of antimony in environmental materials|1995|0|1881|Potentiometry; Antimony; Dry ashing; Leaves
594586|Oscillation criteria for first and second order forced difference equations with mixed nonlinearities|2007|0|5653|Discrete; Oscillation; Nonoscillation; Mixed nonlinear; Nonhomogeneous
594722|Efficient variable ordering using aBDD based sampling|2000|610|0|
594802|Tetrodotoxin-sensitive and -insensitive action potentials, in myotubes|1973|0|7724|
594911|THE DESIGN OF A SELF-ENFORCING MULTILATERAL AGREEMENT AMONG OIL-lMPORTING COUNTRlES|1984|0|4674|
595737|The self as a center of narrative gravity|1992|0|0|
595892|Verschlüsselt Rechnen: Sichere Verarbeitung verschlüsselter medizinischer Daten am Beispiel der Klassifikation von EKG-Daten|2010|0|0|
595892|Verschlüsselt Rechnen: Sichere Verarbeitung verschlüsselter medizinischer Daten am Beispiel der Klassifikation von EKG-Daten|2010|0|0|
595894|How to support inheritance and run-time polymorphism in Fortran 90|1998|0|811|
596348|Joint source-channel rate allocation in parallel channels|2007|0|0|
596615|Decentralized Schemes for Size Estimation in Large and Dynamic Groups|2005|1394|0|
596639||0|0|0|
596902|A PDMS dermal patch for non-intrusive transdermal glucose sensing|2003|0|5812|Polydimethylsiloxane (PDMS); Bio-molecule; Transdermal glucose sensing
597036|Cursive Word Recognition Based on Interactive Activation and Early Visual Processing Models|2008|0|78|
597298|Challenge problem approach to business dynamics and decision-making for process engineers|2003|0|0|uncertainty; business; dynamics; education
597755|A Prototype for Adaptive Association of Street Names with Streets on Maps|1997|1034|0|
597950|Feasibility and separation sequencing in multicomponent batch distillation|1991|0|1946|
598065|Research on Control System / IT Design Issues|0|0|0|
598857|Conceptual design of a high field ultra-compact cyclotron for nuclear physics research|1997|4643|0|
599103|An A Prolog decision support system for the Space Shuttle|2001|202|0|
599477|Redox behaviour of vanadium during hydrogen–oxygen exposure of the V 2O 5-WO 3/TiO 2 SCR catalyst at 250 °C|2011|0|1892|NH3-SCR; Vanadia; Catalysis; EPR; UV–vis; Regeneration; Hydrogen; Raman; Titania
599636|StAN: Exploiting Shared Interests without Disclosing Them in Gossip-based Publish/Subscribe|2010|1215|0|
599636|StAN: Exploiting Shared Interests without Disclosing Them in Gossip-based Publish/Subscribe|2010|1215|0|
599889|Large-scaled line plasma production by evanescent microwave|2009|0|8587|line-shaped plasma,narrow waveguide,optical spectroscopy,high gas pressure
600193|Solid-state coextrusion of poly(ethylene terephthalate). II. Drawing of semicrystalline PET|1983|0|13164|
600343|Riemannian and Teleparallel Descriptions of the Scalar Field
  Gravitational Interaction|1997|0|0|
600502||2011|0|2191|Valsartan; Compressed CO2; ASES; Dissolution rate; Melting point depression; Agglomeration; Ostwald ripening
600722|On P vs. NP and geometric complexity theory: Dedicated to Sri Ramakrishna|2011|0|89|Geometric complexity theory|NP|P
600791|Assessment of recovery in the hemiparkinson rat: Drug-induced rotation is inadequate|2005|0|8088|
697669||2006|0|7498|
600811|A reliability window for flexible and scalable multicast services|2002|1073|0|
600927|Structural determinants of the cellular localization and shuttling of TDP-43|2008|0|7725|Key words: hnRNP, Nuclear-cytoplasmic shuttling, RNA recognition motifs
600927|Structural determinants of the cellular localization and shuttling of TDP-43|2008|0|7725|Key words: hnRNP, Nuclear-cytoplasmic shuttling, RNA recognition motifs
601175|Prediction of Evaporating Spray in Anisotropically Turbulent Gas Flow|1995|0|5713|
601650||2009|0|8394|
601804|Simulating a $2M Commercial Server on a $2K PC|2003|0|11|
602120|Bepaal marktwaarde pensioen|2011|0|4263|
602158|Global Stability Analysis and Calculation of Liquid−Liquid Equilibrium in Multicomponent Mixtures<sup>†</sup>|1996|0|5383|
602590|Acaros fítoseidos (Acari: Phytoseiidae) del cultivo de manzano en el nordeste de Portugal|0|0|0|
603089|Housing for Persons With Serious Mental Illness: Consumer and Service Provider Preferences|2008|0|9905|
603329|Measuring and quantifying dynamic visual signals in jumping spiders|2006|0|1665|
603562|Possibilities for determination of 241Am in environmental samples by gamma counting, with and without radiochemistry|1993|0|6173|
603562|Possibilities for determination of 241Am in environmental samples by gamma counting, with and without radiochemistry|1993|0|6173|
603576|The tractability of model checking for LTL: The good, the bad, and the ugly fragments|2011|0|219|Computational complexity|Post's lattice|linear temporal logic|model checking
604086|Robust Report Level Cluster-to-Track Fusion|2003|0|299|Keywords: Report level tracking, Dempster-Shafer theory, Dempster-Shafer clustering, neural networks, Potts spin
604086|Robust Report Level Cluster-to-Track Fusion|2003|0|299|Keywords: Report level tracking, Dempster-Shafer theory, Dempster-Shafer clustering, neural networks, Potts spin
604520||2009|0|3224|ESDendoscopic submucosal dissection; NOTESnatural orifice transluminal endoscopic surgery; SNBsentinel node biopsy
604520||2009|0|3224|ESDendoscopic submucosal dissection; NOTESnatural orifice transluminal endoscopic surgery; SNBsentinel node biopsy
605193|Therapeutic targeting of the MEK/MAPK signal transduction module in acute myeloid leukemia|2001|0|3520|
605212|Genomic DNA k-mer spectra: models and modalities|2009|0|7695|
605349|Magnetocaloric effect of GdTX (T = Mn, Fe, Ni, Pd, X=Al, In) and GdFe6Al6 ternary compounds|2010|0|16667|
605489|Introducing a Moodle LMS in Higher Education: the e-Courses Experience in Ticino (Switzerland)|0|0|0|Keywords: Moodle, higher education, open source (OS), tailoring, communication Language: English
605489|Introducing a Moodle LMS in Higher Education: the e-Courses Experience in Ticino (Switzerland)|0|0|0|Keywords: Moodle, higher education, open source (OS), tailoring, communication Language: English
605563|Randomized multidimensional search trees: further results in dynamic sampling|1991|706|0|
605597|On the stability of ultra-lean H 2/CO combustion in inert porous burners|2008|0|5425|Hydrogen–carbon monoxide mixtures; Syngas; Ultra-lean combustion; Porous burner; Linear stability analysis
605718|Integração do Flight Simulator 2002 com um protocolo de difusão epidémica|0|0|0|
605718|Integração do Flight Simulator 2002 com um protocolo de difusão epidémica|0|0|0|
606292|Experiments with an Extended Tangent Distance|2000|1108|0|
606453|Embracing the Wave: Using the Very Small Radio Telescope to Teach Students about Radio Astronomy|2010|0|0|
606703|Using OCSP to Secure Certificate-Using Transactions in M-commerce|2003|1321|0|
606749|Spectral characteristics of hydromagnetic waves in the magnetosphere|1987|0|8494|
607014|Metabolic Activation of Benzo[<i>c</i>]phenanthrene by Cytochrome P450 Enzymes in Human Liver and Lung|2001|0|8156|
607208|Measurement of residual nucleus cross sections and recoil energies in p + Fe collisions at 300, 500, 750, 1000 and 1500 MeV|2005|0|0|Spallation reactions
608106||2007|0|14849|
608145||2009|0|7795|
608702|The development of altruistic behavior: Empirical evidence|1980|0|9619|
608753||0|0|817|Keywords: Network Protocols, Distributed Systems, Network Monitoring, Physics
608753||0|0|817|Keywords: Network Protocols, Distributed Systems, Network Monitoring, Physics
609318|On ρ in a Decision-Theoretic Apparatus of Dempster-Shafer Theory|1995|0|67|
609318|On ρ in a Decision-Theoretic Apparatus of Dempster-Shafer Theory|1995|0|67|
609556|Serpentine: adaptive middleware for complex heterogeneous distributed systems|2008|324|0|
609556|Serpentine: adaptive middleware for complex heterogeneous distributed systems|2008|324|0|
610056|Can Network Coding Help in P2P Networks?|2006|2381|0|
610220|Magnetic excitation in the Ni-overdoped BaFe2As2|2010|0|0|
610409|Constant-sign solutions for systems of singular integral equations of Hammerstein type|2009|0|5653|Constant-sign solutions; System of Fredholm integral equations; Singular equations
610497|Implementation of Linear Prediction Models for Lossless Compression of Hyperspectral Images in Novel Parallel Environments|2003|1543|0|
610557|A New Model for the Effect of Molecular Imposters on the Shape of Faceted Molecular Crystals|2009|0|2002|
610862|An information fusion demonstrator for tactical intelligence processing in network-based defense q|2007|0|43|
610862|An information fusion demonstrator for tactical intelligence processing in network-based defense q|2007|0|43|
1097880||2005|0|2811|
611170|Heat Flow Model for Surface Melting and Solidification of an Alloy|1983|0|6929|
611269|The interface between design and control. 1. Process controllability|1988|0|5383|
611665|Characterization of lanthanum lutetium oxide thin films grown by atomic layer deposition as an alternative gate dielectric|2008|0|7015|Alternative gate dielectric; LaLuO3; Higher-κ; Rare earth
612740|X-Ray Sources and a Radio Source in a Faint Mid-Infrared Sample|2004|0|0|
613087|Geometric properties of spatial additively weighted Voronoi cells|1998|0|0|
613087|Geometric properties of spatial additively weighted Voronoi cells|1998|0|0|
613092|Soil and vegetation fluoride exposure pathways to cotton rats on a petrochemical-contaminated landfarm|1999|0|6022|
613160|Preface|1998|0|7222|
613469|Trade reform, aggregate investment and capital flight : On credibility and the value of information|1985|0|4693|
613477||2003|0|8516|
613800|Measurement of charged-particle event shape variables in $\sqrt{s}$ = 7 TeV proton-proton interactions with the ATLAS detector|2012|0|0|Particle Physics - Experiment
614048|A Hybrid Evolutionary Approach for Multicriteria Optimization Problems: Application to the Flow Shop|2001|931|0|
614222|Route-Based Robot Navigation|2002|0|155|
614761|Targeted delivery of progenitor cells for cartilage repair|2004|0|3684|Cartilage; Progenitor cells; Targeting; Repair
614999|Pulmonary melioidosis associated with bronchiolitis obliterans organizing pneumonia|2005|0|6674|Melioidosis; Burkholderia pseudomallei; Bronchiolitis obliterans with organizing pneumonia
615284|Core mutations of Synechococcus sp. PCC 7002 phycobilisomes: A spectroscopic study|1992|0|1699|
615343|A fast parallel algorithm to compute the rank of a matrix over an arbitrary field|1987|0|286|
616516|2D Pixel trigrams for content-based image retrieval|1996|0|0|
616594|Introducing Temporal Description Logics|1999|417|0|
616823|Efficient computation of particle dispersion in turbulent flows with a stochastic-probabilistic model|1997|0|5424|
617174|Multiple positive solutions for singular problems with mixed boundary data and derivative dependence|2007|0|5653|Boundary value problems; Singularity; Fixed point index
617199|Gender Differences, HIV Risk Perception and Condom Use|2011|0|0|prevention; knowledge; HIV/AIDS; risk perception; gender; condom use
617344|Production of new neutron-rich isotopes of heavy elements in fragmentation reactions of U238 projectiles at 1A GeV|2010|0|8567|Projectile and target fragmentation, 190<=A<=219, 220<=A, Fast radioactive beam techniques
617379|[18F]-Fluorodeoxyglucose (FDG) and Positron Emission Tomography (PET) in Aging and Dementia|1989|0|7947|Alzheimer’s disease,FDG-PET,Local cerebral metabolic rate for glucose
617820|Bioavailability of heavy metals in strongly acidic soils treated with exceptional quality biosolids|1999|0|6091|
618099|Time-Varying Cosmological Term: Emergence and Fate of a FRW Universe|2003|0|0|
618273|On the Applicability of Simplified Spherical Human Heads for Implanted Antennas in Biomedical Communications|2005|0|5216|
618357|Shortages and price decontrol|1992|0|4726|
618706|ZnO Inverse Opals by Chemical Vapor Deposition|2005|0|6712|
618706|ZnO Inverse Opals by Chemical Vapor Deposition|2005|0|6712|
618778|A New Reachability Algorithm for Symmetric Multi-processor Architecture|2005|1806|0|
619598|A fast display-oriented processor|1974|0|454|
619752|Exclusive leptoproduction of real photons on a longitudinally polarised hydrogen target|2010|0|8457|Keywords: Lepton-Nucleon Scattering.
619798|Airway inflammation and cough sensitivity in cough-variant asthma|2005|0|6605|
619833|A Lower Bound on Computing Blocking Flows in Graphs|0|0|0|
620553|Dustiness behaviour of loose and compacted Bentonite and organoclay powders: What is the difference in exposure risk?|2009|0|6855|
620604|Technical change in Senegal's irrigated rice sector: impact assessment under uncertainty|2001|0|4613|
620639|Performance of the electromagnetic calorimeter of the HERMES experiment|1998|0|5707|
620821|Water Treatment Residual to Reduce Nutrients in Surface Runoff from Agricultural Land|1999|0|6091|
621118|Why Does Fear Override Hope in Societies Engulfed by Intractable Conflict, as It Does in the Israeli Society?|2001|0|9883|
622115|Automated electron-density sampling reveals widespread conformational polymorphism in proteins|2010|0|1791|
622358|Trading Off Cache Capacity for Low-Voltage Operation|2009|0|401|
623510|Typed Higher-Order Concurrent Linear Logic Programming|1994|0|0|
623749|Exchange rates, equity returns and capital flows|2004|0|0|exchange rates, equity returns, capital flows, incomplete markets
624386|Benzo[ a]pyrene and β-Naphthoflavone Mutagenic Activation by European Eel ( Anguilla anguilla L.) S9 Liver Fraction|2002|0|5990|mutagenesis; Ames test; Fish liver s9; BaP; BNF; EROD; Anguilla anguilla L.
624760|Combinatorial constructions of optical orthogonal codes for OCDMA systems|2004|0|1045|
625749|The role of nonlinear beating currents on parametric instabilities in magnetoplasmas|1996|0|8563|
625781|An exact parallel method for a bi-objective permutation flowshop problem|2007|0|828|Exact method; Parallel method; Bi-objective combinatorial optimization problem; Permutation flowshop
625908|Performance limitations of the Java core libraries|2000|0|5182|
626486|Combined Classification of Handwritten Digits Using the 'Virtual Test Sample Method|2001|150|0|
626568||2003|0|8156|
627343||2008|0|3312|SR47436,irbesartan,double-blind randomized study,ambulatory blood pressure monitoring,essential hypertension
627473|Probabilistic Semantically Reliable Multicast|2001|1394|0|
627473|Probabilistic Semantically Reliable Multicast|2001|1394|0|
