"id"|"shortname"|"fullname"|"homepage"
"1946"|"CHEM ENG SCI"|"Chemical Engineering Science"|""
"2754"|"BRIT J DERMATOL"|"British Journal of Dermatology"|"http://www.wiley.com/bw/journal.asp?ref=0007-0963"
"2754"|"BRIT J DERMATOL"|"British Journal of Dermatology"|"http://www.wiley.com/bw/journal.asp?ref=0007-0963"
"304"|"CSYS"|"Computing Systems"|"www.usenix.org/publications/computing/"
"46"|"IPL"|"Information Processing Letters"|"www.elsevier.com/locate/ipl"
"796"|"AMC"|"Applied Mathematics and Computation"|"www.elsevier.com/locate/amc"
"2020"|"ELECTROCHEM SOLID STATE LETT"|"Electrochemical and Solid State Letters"|""
"147"|"SIAMCOMP"|"Siam Journal on Computing"|"http://www.siam.org/journals/sicomp/sicomp.htm"
"5707"|"NUCL INSTRUM METH PHYS RES A"|"Nuclear Instruments & Methods in Physics Research Section A-accelerators Spectrometers Detectors and Associated Equipment"|"http://www.sciencedirect.com/science/journal/01689002"
"3959"|"NEUROGASTROENTEROL MOTIL"|"Neurogastroenterology and Motility"|"http://www.wiley.com/bw/journal.asp?ref=1350-1925"
"16683"|""|"Journal of Breath Research"|""
"299"|"CORR"|"Computing Research Repository"|"http://arxiv.org/corr/home"
"299"|"CORR"|"Computing Research Repository"|"http://arxiv.org/corr/home"
"2868"|"CLIN CANCER RES"|"Clinical Cancer Research"|"http://clincancerres.aacrjournals.org/"
"18"|"TC"|"IEEE Transactions on Computers"|"http://www.computer.org/portal/web/tc"
"1946"|"CHEM ENG SCI"|"Chemical Engineering Science"|""
"919"|"PNAS"|"Proceedings of The National Academy of Sciences"|"http://www.pnas.org/"
"18178"|""|"Journal of Correctional Health Care"|"http://jcx.sagepub.com/"
"8532"|"NUOVO CIMENTO A-NUCL PART F"|"Nuovo Cimento Della Societa Italiana Di Fisica A-nuclei Particles and Fields"|"http://library.epfl.ch/en/periodicals/?recId=12837924"
"8568"|"PHYS REV D"|"Physical Review D"|"http://prd.aps.org/"
"188"|"NAR"|"Nucleic Acids Research"|"http://nar.oupjournals.org/"
"796"|"AMC"|"Applied Mathematics and Computation"|"www.elsevier.com/locate/amc"
"7516"|"MOL MICROBIOL"|"Molecular Microbiology"|"http://www.interscience.wiley.com/jpages/0950-382X/"
"299"|"CORR"|"Computing Research Repository"|"http://arxiv.org/corr/home"
"299"|"CORR"|"Computing Research Repository"|"http://arxiv.org/corr/home"
"2083"|"J AM CHEM SOC"|"Journal of The American Chemical Society"|"http://pubs.acs.org/journal/jacsat"
"2083"|"J AM CHEM SOC"|"Journal of The American Chemical Society"|"http://pubs.acs.org/journal/jacsat"
"15280"|""|"Canadian Psychological Review/psychologie Canadienne"|""
"4617"|"AMER J AGR ECON"|"American Journal of Agricultural Economics"|"http://www.aaea.org/publications/ajae/"
"15663"|""|"The Case Manager"|""
"1791"|"PROTEIN SCI"|"Protein Science"|"http://www.proteinscience.org/"
"1973"|"CHEM-ING-TECH"|"Chemie Ingenieur Technik"|""
"8582"|"PHYSICA B"|"Physica B-condensed Matter"|"http://www.elsevier.com/wps/find/journaldescription.cws_home/505712/description#description"
"5708"|"NUCL INSTRUM METH PHYS RES B"|"Nuclear Instruments & Methods in Physics Research Section B-beam Interactions With Materials and Atoms"|"http://www.sciencedirect.com/science/journal/0168583X"
"8467"|"J MAGN MAGN MATER"|"Journal of Magnetism and Magnetic Materials"|"http://www.sciencedirect.com/science/journal/03048853"
"14849"|""|"Yearbook of Critical Care Medicine"|"http://www.elsevier.com/wps/find/journaldescription.cws_home/623205/description#description"
"2881"|"CLIN EXP DERMATOL"|"Clinical and Experimental Dermatology"|"http://www.wiley.com/bw/submit.asp?ref=0307-6938&site=1"
"2881"|"CLIN EXP DERMATOL"|"Clinical and Experimental Dermatology"|"http://www.wiley.com/bw/submit.asp?ref=0307-6938&site=1"
"5653"|"MATH COMPUT MODELLING"|"Mathematical and Computer Modelling"|"http://www.sciencedirect.com/science/journal/08957177"
"8896"|"EQUINE VET J"|"Equine Veterinary Journal"|""
"2083"|"J AM CHEM SOC"|"Journal of The American Chemical Society"|"http://pubs.acs.org/journal/jacsat"
"8016"|"J PHYSIOLOGY-PARIS"|"Journal of Physiology-paris"|"http://www.elsevier.com/wps/find/journaldescription.cws_home/523852/description#description"
"3541"|"J COMPUT ASSIST TOMOGR"|"Journal of Computer Assisted Tomography"|"http://journals.lww.com/jcat/pages/default.aspx"
"15122"|""|"Industrial & Engineering Chemistry Fundamentals"|"http://pubs.acs.org/loi/iecfa7"
"5383"|"IND ENG CHEM RES"|"Industrial & Engineering Chemistry Research"|"http://pubs.acs.org/journal/iecred"
"8558"|"PHYS LETT B"|"Physics Letters B"|"http://www.sciencedirect.com/science/journal/03702693"
"6355"|"GEOPHYS J INT"|"Geophysical Journal International"|"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-246X"
"4082"|"PEDIAT PULM"|"Pediatric Pulmonology"|"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-0496"
"7345"|"PROC AMER MATH SOC"|"Proceedings of The American Mathematical Society"|"http://www.ams.org/proc/"
"7345"|"PROC AMER MATH SOC"|"Proceedings of The American Mathematical Society"|"http://www.ams.org/proc/"
"850"|"TCSV"|"IEEE Transactions on Circuits and Systems for Video Technology"|"http://tcsvt.polito.it/"
"420"|"PUC"|"Personal and Ubiquitous Computing"|"http://www.personal-ubicomp.com/"
"155"|"KI"|"Künstliche Intelligenz"|"http://www.kuenstliche-intelligenz.de"
"7498"|"J VIROL"|"Journal of Virology"|"http://jvi.asm.org/"
"919"|"PNAS"|"Proceedings of The National Academy of Sciences"|"http://www.pnas.org/"
"1060"|"SCL"|"Systems & Control Letters"|"http://www.sciencedirect.com/science/journal/01676911"
"1601"|"FEBS LETT"|"Febs Letters"|"http://www.sciencedirect.com/science/journal/00145793"
"919"|"PNAS"|"Proceedings of The National Academy of Sciences"|"http://www.pnas.org/"
"7993"|"J NEUROCHEM"|"Journal of Neurochemistry"|"http://www.blackwellpublishing.com/jnc_enhanced/"
"299"|"CORR"|"Computing Research Repository"|"http://arxiv.org/corr/home"
"299"|"CORR"|"Computing Research Repository"|"http://arxiv.org/corr/home"
"7234"|"J FUNCT ANAL"|"Journal of Functional Analysis"|"http://www.sciencedirect.com/science/journal/00221236"
"1462"|"BIOCHEMISTRY-USA"|"Biochemistry"|"http://www.springerlink.com/openurl.asp?genre=journal&issn=0006-2979"
"8156"|"CHEM RES TOXICOL"|"Chemical Research in Toxicology"|"http://pubs.acs.org/journal/crtoec"
"3565"|"J EMERG MED"|"Journal of Emergency Medicine"|"http://www.elsevier.com/wps/find/journaldescription.cws_home/525473/description#description"
"5485"|"J APPL SPECTROSC"|"Journal of Applied Spectroscopy"|""
"15122"|""|"Industrial & Engineering Chemistry Fundamentals"|"http://pubs.acs.org/loi/iecfa7"
"968"|""|"Computers & Chemical Engineering"|"www.elsevier.com/locate/compchemeng"
"8570"|"PHYS REV LETT"|"Physical Review Letters"|"http://prl.aps.org/"
"1892"|"APPL CATAL B-ENVIRON"|"Applied Catalysis B-environmental"|"http://www.sciencedirect.com/science/journal/09263373"
"2039"|""|"Fuel"|"http://www.sciencedirect.com/science/journal/00162361"
"4343"|"SURG ONCOL"|"Surgical Oncology-oxford"|"http://www.sciencedirect.com/science/journal/09607404"
"4343"|"SURG ONCOL"|"Surgical Oncology-oxford"|"http://www.sciencedirect.com/science/journal/09607404"
"1462"|"BIOCHEMISTRY-USA"|"Biochemistry"|"http://www.springerlink.com/openurl.asp?genre=journal&issn=0006-2979"
"3223"|""|"Gastroenterology"|"http://www.gastrojournal.org/"
"1875"|"AICHE J"|"Aiche Journal"|""
"2124"|"J CRYST GROWTH"|"Journal of Crystal Growth"|"http://www.sciencedirect.com/science/journal/00220248"
"3979"|"NICOTINE TOB RES"|"Nicotine & Tobacco Research"|"http://ntr.oxfordjournals.org/"
"18"|"TC"|"IEEE Transactions on Computers"|"http://www.computer.org/portal/web/tc"
"6091"|"J ENVIRON QUAL"|"Journal of Environmental Quality"|"https://www.agronomy.org/publications/jeq"
"8568"|"PHYS REV D"|"Physical Review D"|"http://prd.aps.org/"
"8566"|"PHYS REV B"|"Physical Review B"|"http://prb.aps.org/"
"8567"|"PHYS REV C"|"Physical Review C"|"http://prc.aps.org/"
"8057"|""|"Neuron"|"http://www.cell.com/neuron/"
"358"|"ETS"|"Educational Technology & Society"|"www.ifets.info/"
"919"|"PNAS"|"Proceedings of The National Academy of Sciences"|"http://www.pnas.org/"
"7498"|"J VIROL"|"Journal of Virology"|"http://jvi.asm.org/"
"4389"|"TRANSPLANT PROC"|"Transplantation Proceedings"|"http://www.sciencedirect.com/science/journal/00411345"
"7234"|"J FUNCT ANAL"|"Journal of Functional Analysis"|"http://www.sciencedirect.com/science/journal/00221236"
"25"|"PAMI"|"IEEE Transactions on Pattern Analysis and Machine Intelligence"|"http://computer.org/tpami/"
"6686"|"MOL IMMUNOL"|"Molecular Immunology"|"http://www.sciencedirect.com/science/journal/01615890"
"10693"|"INT J INTERCULT RELAT"|"International Journal of Intercultural Relations"|"http://www.sciencedirect.com/science/journal/01471767"
"7498"|"J VIROL"|"Journal of Virology"|"http://jvi.asm.org/"
"4389"|"TRANSPLANT PROC"|"Transplantation Proceedings"|"http://www.sciencedirect.com/science/journal/00411345"
"2148"|"J MED CHEM"|"Journal of Medicinal Chemistry"|"http://pubs.acs.org/journal/jmcmar"
"1892"|"APPL CATAL B-ENVIRON"|"Applied Catalysis B-environmental"|"http://www.sciencedirect.com/science/journal/09263373"
"14303"|""|"Fuel and Energy Abstracts"|""
"5383"|"IND ENG CHEM RES"|"Industrial & Engineering Chemistry Research"|"http://pubs.acs.org/journal/iecred"
"2754"|"BRIT J DERMATOL"|"British Journal of Dermatology"|"http://www.wiley.com/bw/journal.asp?ref=0007-0963"
"2754"|"BRIT J DERMATOL"|"British Journal of Dermatology"|"http://www.wiley.com/bw/journal.asp?ref=0007-0963"
"8030"|"NAT NEUROSCI"|"Nature Neuroscience"|"http://www.nature.com/neuro/index.html"
"299"|"CORR"|"Computing Research Repository"|"http://arxiv.org/corr/home"
"299"|"CORR"|"Computing Research Repository"|"http://arxiv.org/corr/home"
"11641"|"ADV SPACE RES"|"Advances in Space Research"|"http://www.sciencedirect.com/science/journal/02731177"
"2083"|"J AM CHEM SOC"|"Journal of The American Chemical Society"|"http://pubs.acs.org/journal/jacsat"
"5355"|"IEEE TRANS NANOBIOSCI"|"IEEE Transactions on Nanobioscience"|"http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7728"
"5355"|"IEEE TRANS NANOBIOSCI"|"IEEE Transactions on Nanobioscience"|"http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7728"
"6686"|"MOL IMMUNOL"|"Molecular Immunology"|"http://www.sciencedirect.com/science/journal/01615890"
"8576"|"PHYS STATUS SOLIDI B-BASIC SO"|"Physica Status Solidi B-basic Solid State Physics"|"http://www.interscience.wiley.com/jpages/0370-1972/"
"2023"|""|"Electrophoresis"|"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1522-2683"
"188"|"NAR"|"Nucleic Acids Research"|"http://nar.oupjournals.org/"
"4710"|""|"Economist-netherlands"|""
"188"|"NAR"|"Nucleic Acids Research"|"http://nar.oupjournals.org/"
"8576"|"PHYS STATUS SOLIDI B-BASIC SO"|"Physica Status Solidi B-basic Solid State Physics"|"http://www.interscience.wiley.com/jpages/0370-1972/"
"5362"|"IEEE TRANS ROBOTICS AUTOMAT"|"IEEE Transactions on Robotics and Automation"|"http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=70"
"5880"|"TUNN UNDERGR SPACE TECHNOL"|"Tunnelling and Underground Space Technology"|"http://www.sciencedirect.com/science/journal/08867798"
"5880"|"TUNN UNDERGR SPACE TECHNOL"|"Tunnelling and Underground Space Technology"|"http://www.sciencedirect.com/science/journal/08867798"
"8636"|"THEOR MATH PHYS-ENGL TR"|"Theoretical and Mathematical Physics"|"http://www.springerlink.com/openurl.asp?genre=journal&issn=0040-5779"
"10376"|""|"Daedalus"|"http://www.mitpressjournals.org/loi/daed"
"419"|"PRL"|"Pattern Recognition Letters"|"http://www.sciencedirect.com/science/journal/01678655"
"5485"|"J APPL SPECTROSC"|"Journal of Applied Spectroscopy"|""
"5383"|"IND ENG CHEM RES"|"Industrial & Engineering Chemistry Research"|"http://pubs.acs.org/journal/iecred"
"9917"|"PSYCHOL BULL"|"Psychological Bulletin"|"http://www.apa.org/pubs/journals/bul/index.aspx"
"15278"|""|"Canadian Journal of Psychology/revue Canadienne De Psychologie"|""
"8457"|"J HIGH ENERGY PHYS"|"Journal of High Energy Physics"|"http://www.iop.org/Journals/JHEP"
"4075"|"PEDIAT CARDIOL"|"Pediatric Cardiology"|"http://www.springerlink.com/content/100366/"
"2083"|"J AM CHEM SOC"|"Journal of The American Chemical Society"|"http://pubs.acs.org/journal/jacsat"
"2800"|"CANCER EPIDEM BIOMARKER PREV"|"Cancer Epidemiology Biomarkers & Prevention"|"http://cebp.aacrjournals.org/"
"3443"|"J ALLERG CLIN IMMUNOL"|"Journal of Allergy and Clinical Immunology"|"http://www.jacionline.org/"
"3443"|"J ALLERG CLIN IMMUNOL"|"Journal of Allergy and Clinical Immunology"|"http://www.jacionline.org/"
"4338"|"SURG INNOV"|"Surgical Innovation"|"http://sri.sagepub.com/"
"4338"|"SURG INNOV"|"Surgical Innovation"|"http://sri.sagepub.com/"
"248"|""|"Science"|"http://www.sciencemag.org/"
"2707"|"BIOMED TECH"|"Biomedizinische Technik"|"http://www.degruyter.de/journals/bmt/"
"8532"|"NUOVO CIMENTO A-NUCL PART F"|"Nuovo Cimento Della Societa Italiana Di Fisica A-nuclei Particles and Fields"|"http://library.epfl.ch/en/periodicals/?recId=12837924"
"75"|"IJMMS"|"International Journal of Human-computer Studies / International Journal of Man-machine Studies"|"http://www.elsevier.com/locate/issn/1071-5819"
"8494"|"J PLASMA PHYS"|"Journal of Plasma Physics"|"http://journals.cambridge.org/action/displayJournal?jid=PLA"
"3115"|"EUR ARCH OTO-RHINO-LARYNGOL"|"European Archives of Oto-rhino-laryngology"|"http://www.springer.com/medicine/otorhinolaryngology/journal/405"
"8423"|"IEEE TRANS NUCL SCI"|"IEEE Transactions on Nuclear Science"|"http://ieeexplore.ieee.org/servlet/opac?punumber=23"
"5353"|"IEEE TRANS INSTRUM MEAS"|"IEEE Transactions on Instrumentation and Measurement"|"http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=19"
"6091"|"J ENVIRON QUAL"|"Journal of Environmental Quality"|"https://www.agronomy.org/publications/jeq"
"407"|""|"Neuroimage"|"http://www.apnet.com/www/journal/ni.htm"
"796"|"AMC"|"Applied Mathematics and Computation"|"www.elsevier.com/locate/amc"
"7978"|"J CEREBR BLOOD FLOW METABOL"|"Journal of Cerebral Blood Flow and Metabolism"|"http://www.nature.com/jcbfm/index.html"
"3428"|"IRISH J MED SCI"|"Irish Journal of Medical Science"|"http://www.ijms.ie/"
"3428"|"IRISH J MED SCI"|"Irish Journal of Medical Science"|"http://www.ijms.ie/"
"14849"|""|"Yearbook of Critical Care Medicine"|"http://www.elsevier.com/wps/find/journaldescription.cws_home/623205/description#description"
"1946"|"CHEM ENG SCI"|"Chemical Engineering Science"|""
"3162"|"EUR J TRAUMA EMERG SURG"|"European Journal of Trauma and Emergency Surgery"|"http://www.springer.com/medicine/journal/68"
"3162"|"EUR J TRAUMA EMERG SURG"|"European Journal of Trauma and Emergency Surgery"|"http://www.springer.com/medicine/journal/68"
"2754"|"BRIT J DERMATOL"|"British Journal of Dermatology"|"http://www.wiley.com/bw/journal.asp?ref=0007-0963"
"2754"|"BRIT J DERMATOL"|"British Journal of Dermatology"|"http://www.wiley.com/bw/journal.asp?ref=0007-0963"
"5653"|"MATH COMPUT MODELLING"|"Mathematical and Computer Modelling"|"http://www.sciencedirect.com/science/journal/08957177"
"8156"|"CHEM RES TOXICOL"|"Chemical Research in Toxicology"|"http://pubs.acs.org/journal/crtoec"
"8566"|"PHYS REV B"|"Physical Review B"|"http://prb.aps.org/"
"299"|"CORR"|"Computing Research Repository"|"http://arxiv.org/corr/home"
"299"|"CORR"|"Computing Research Repository"|"http://arxiv.org/corr/home"
"4496"|"COMPUT MATH APPL"|"Computers & Mathematics With Applications"|""
"3223"|""|"Gastroenterology"|"http://www.gastrojournal.org/"
"912"|""|"Nature"|"http://www.nature.com/nature/index.html"
"5383"|"IND ENG CHEM RES"|"Industrial & Engineering Chemistry Research"|"http://pubs.acs.org/journal/iecred"
"5879"|"TRIBOL TRANS"|"Tribology Transactions"|"http://www.tandfonline.com/loi/utrb19"
"796"|"AMC"|"Applied Mathematics and Computation"|"www.elsevier.com/locate/amc"
"210"|"CSUR"|"ACM Computing Surveys"|"http://www.acm.org/surveys"
"5653"|"MATH COMPUT MODELLING"|"Mathematical and Computer Modelling"|"http://www.sciencedirect.com/science/journal/08957177"
"8558"|"PHYS LETT B"|"Physics Letters B"|"http://www.sciencedirect.com/science/journal/03702693"
"188"|"NAR"|"Nucleic Acids Research"|"http://nar.oupjournals.org/"
"188"|"NAR"|"Nucleic Acids Research"|"http://nar.oupjournals.org/"
"4613"|"AGR ECON"|"Agricultural Economics"|"http://www.iaae-agecon.org/"
"2814"|""|"Carcinogenesis"|"http://carcin.oxfordjournals.org/"
"1461"|"BIOCHEMISTRY-ENGL TR"|"Biochemistry-moscow"|"http://www.springer.com/life+sciences/biochemistry+%26+biophysics/journal/10541"
"5708"|"NUCL INSTRUM METH PHYS RES B"|"Nuclear Instruments & Methods in Physics Research Section B-beam Interactions With Materials and Atoms"|"http://www.sciencedirect.com/science/journal/0168583X"
"5708"|"NUCL INSTRUM METH PHYS RES B"|"Nuclear Instruments & Methods in Physics Research Section B-beam Interactions With Materials and Atoms"|"http://www.sciencedirect.com/science/journal/0168583X"
"5539"|"J GEOTECH GEOENVIRON ENG"|"Journal of Geotechnical and Geoenvironmental Engineering"|"http://ascelibrary.org/gto/"
"5539"|"J GEOTECH GEOENVIRON ENG"|"Journal of Geotechnical and Geoenvironmental Engineering"|"http://ascelibrary.org/gto/"
"23"|"TMI"|"IEEE Transactions on Medical Imaging"|"http://www.ieee-tmi.org/"
"8423"|"IEEE TRANS NUCL SCI"|"IEEE Transactions on Nuclear Science"|"http://ieeexplore.ieee.org/servlet/opac?punumber=23"
"8396"|"EUR PHYS J C"|"European Physical Journal C"|"http://www.springerlink.com/openurl.asp?genre=journal&issn=1434-6044"
"13179"|""|"Cheminform"|"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1522-2667"
"6091"|"J ENVIRON QUAL"|"Journal of Environmental Quality"|"https://www.agronomy.org/publications/jeq"
"9591"|""|"Cognition"|"http://www.elsevier.com/wps/find/journaldescription.cws_home/505626/description"
"7978"|"J CEREBR BLOOD FLOW METABOL"|"Journal of Cerebral Blood Flow and Metabolism"|"http://www.nature.com/jcbfm/index.html"
"188"|"NAR"|"Nucleic Acids Research"|"http://nar.oupjournals.org/"
"21951"|""|"Journal of Aerospace Technology and Management"|"http://www.jatm.com.br/"
"3910"|"MOL THER"|"Molecular Therapy"|"http://www.nature.com/mt/index.html"
"1462"|"BIOCHEMISTRY-USA"|"Biochemistry"|"http://www.springerlink.com/openurl.asp?genre=journal&issn=0006-2979"
"210"|"CSUR"|"ACM Computing Surveys"|"http://www.acm.org/surveys"
"8467"|"J MAGN MAGN MATER"|"Journal of Magnetism and Magnetic Materials"|"http://www.sciencedirect.com/science/journal/03048853"
"1993"|"COLLOID SURFACE A"|"Colloids and Surfaces A-physicochemical and Engineering Aspects"|"http://www.sciencedirect.com/science/journal/09277757"
"407"|""|"Neuroimage"|"http://www.apnet.com/www/journal/ni.htm"
"248"|""|"Science"|"http://www.sciencemag.org/"
"1252"|"INT J VITAM NUTR RES"|"International Journal for Vitamin and Nutrition Research"|"http://www.verlag-hanshuber.com/zeitschriften/journal.php?abbrev=VIT"
"4496"|"COMPUT MATH APPL"|"Computers & Mathematics With Applications"|""
"968"|""|"Computers & Chemical Engineering"|"www.elsevier.com/locate/compchemeng"
"43"|"INFFUS"|"Information Fusion"|"http://www.elsevier.com/locate/inffus"
"43"|"INFFUS"|"Information Fusion"|"http://www.elsevier.com/locate/inffus"
"8492"|"J PHYS-CONDENS MATTER"|"Journal of Physics-condensed Matter"|"http://www.iop.org/Journals/JPhysCM"
"9570"|"CAN J BEHAV SCI"|"Canadian Journal of Behavioural Science-revue Canadienne Des Sciences Du Comportement"|"http://psycnet.apa.org/journals/cbs/"
"4496"|"COMPUT MATH APPL"|"Computers & Mathematics With Applications"|""
"6671"|"J IMMUNOL METHOD"|"Journal of Immunological Methods"|"http://www.sciencedirect.com/science/journal/00221759"
"6671"|"J IMMUNOL METHOD"|"Journal of Immunological Methods"|"http://www.sciencedirect.com/science/journal/00221759"
"5679"|"MICROELECTRON ENG"|"Microelectronic Engineering"|"http://www.sciencedirect.com/science/journal/01679317"
"8576"|"PHYS STATUS SOLIDI B-BASIC SO"|"Physica Status Solidi B-basic Solid State Physics"|"http://www.interscience.wiley.com/jpages/0370-1972/"
"19343"|""|"Radiologia Brasileira"|"http://www.scielo.br/scielo.php/script_sci_serial/pid_0100-3984/lng_en/nrm_iso"
"5678"|"MICROCHEM J"|"Microchemical Journal"|""
"7889"|"BEHAV BRAIN SCI"|"Behavioral and Brain Sciences"|"http://journals.cambridge.org/action/displayJournal?jid=BBS"
"8236"|"INVEST NEW DRUG"|"Investigational New Drugs"|"http://www.springer.com/medicine/oncology/journal/10637"
"8467"|"J MAGN MAGN MATER"|"Journal of Magnetism and Magnetic Materials"|"http://www.sciencedirect.com/science/journal/03048853"
"7339"|"PAC J MATH"|"Pacific Journal of Mathematics"|"http://pjm.math.berkeley.edu/"
"4915"|"J POLIT ECON"|"Journal of Political Economy"|"http://www.jstor.org/action/showPublication?journalCode=jpoliecon"
"8467"|"J MAGN MAGN MATER"|"Journal of Magnetism and Magnetic Materials"|"http://www.sciencedirect.com/science/journal/03048853"
"8377"|"CHIN PHYS LETT"|"Chinese Physics Letters"|"http://www.iop.org/Journals/CPL"
"5653"|"MATH COMPUT MODELLING"|"Mathematical and Computer Modelling"|"http://www.sciencedirect.com/science/journal/08957177"
"8568"|"PHYS REV D"|"Physical Review D"|"http://prd.aps.org/"
"4050"|"OTOLARYNGOL HEAD NECK SURG"|"Otolaryngology-head and Neck Surgery"|"http://www2.us.elsevierhealth.com/inst/serve?db=home&id=hn"
"6173"|"SCI TOTAL ENVIR"|"Science of The Total Environment"|"http://www.elsevier.com/wps/find/journaldescription.cws_home/503360/description"
"2796"|"CANCER CAUSE CONTROL"|"Cancer Causes & Control"|"http://www.springer.com/biomed/cancer/journal/10552"
"3443"|"J ALLERG CLIN IMMUNOL"|"Journal of Allergy and Clinical Immunology"|"http://www.jacionline.org/"
"3443"|"J ALLERG CLIN IMMUNOL"|"Journal of Allergy and Clinical Immunology"|"http://www.jacionline.org/"
"1875"|"AICHE J"|"Aiche Journal"|""
"5357"|"IEEE TRANS NEURAL SYST REH EN"|"IEEE Transactions on Neural Systems and Rehabilitation Engineering"|"http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7333"
"93"|"JAIR"|"Journal of Artificial Intelligence Research"|"http://www.cs.washington.edu/research/jair/home.html"
"5360"|"IEEE TRANS POWER SYST"|"IEEE Transactions on Power Systems"|"http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=59"
"9177"|"MAR BIOL RES"|"Marine Biology Research"|""
"8558"|"PHYS LETT B"|"Physics Letters B"|"http://www.sciencedirect.com/science/journal/03702693"
"259"|"SPE"|"Software - Practice and Experience"|"http://www.interscience.wiley.com/jpages/0038-0644/"
"8568"|"PHYS REV D"|"Physical Review D"|"http://prd.aps.org/"
"209"|"CACM"|"Communications of The ACM"|"http://cacm.acm.org/"
"373"|"IJCV"|"International Journal of Computer Vision"|"http://www.wkap.nl/journalhome.htm/0920-5691"
"5679"|"MICROELECTRON ENG"|"Microelectronic Engineering"|"http://www.sciencedirect.com/science/journal/01679317"
"419"|"PRL"|"Pattern Recognition Letters"|"http://www.sciencedirect.com/science/journal/01678655"
"667"|""|"IEEE Transactions on Computer-aided Design of Integrated Circuits and Systems"|"tcad.polito.it/"
"153"|"DKE"|"Data & Knowledge Engineering"|"www.elsevier.com/locate/datak"
"8494"|"J PLASMA PHYS"|"Journal of Plasma Physics"|"http://journals.cambridge.org/action/displayJournal?jid=PLA"
"8558"|"PHYS LETT B"|"Physics Letters B"|"http://www.sciencedirect.com/science/journal/03702693"
"8576"|"PHYS STATUS SOLIDI B-BASIC SO"|"Physica Status Solidi B-basic Solid State Physics"|"http://www.interscience.wiley.com/jpages/0370-1972/"
"297"|"CJ"|"The Computer Journal"|"http://www.oup.co.uk/computer_journal/"
"8558"|"PHYS LETT B"|"Physics Letters B"|"http://www.sciencedirect.com/science/journal/03702693"
"6091"|"J ENVIRON QUAL"|"Journal of Environmental Quality"|"https://www.agronomy.org/publications/jeq"
"912"|""|"Nature"|"http://www.nature.com/nature/index.html"
"9903"|"PSYCHIAT RES"|"Psychiatry Research"|"http://www.elsevier.com/wps/find/journaldescription.cws_home/522773/description#description"
"5653"|"MATH COMPUT MODELLING"|"Mathematical and Computer Modelling"|"http://www.sciencedirect.com/science/journal/08957177"
"4050"|"OTOLARYNGOL HEAD NECK SURG"|"Otolaryngology-head and Neck Surgery"|"http://www2.us.elsevierhealth.com/inst/serve?db=home&id=hn"
"4050"|"OTOLARYNGOL HEAD NECK SURG"|"Otolaryngology-head and Neck Surgery"|"http://www2.us.elsevierhealth.com/inst/serve?db=home&id=hn"
"7737"|"J MOL BIOL"|"Journal of Molecular Biology"|"http://www.elsevier.com/wps/find/journaldescription.cws_home/622890/authorinstructions"
"15278"|""|"Canadian Journal of Psychology/revue Canadienne De Psychologie"|""
"8558"|"PHYS LETT B"|"Physics Letters B"|"http://www.sciencedirect.com/science/journal/03702693"
"15407"|""|"Iee Proceedings I Communications, Speech and Vision"|"http://ieeexplore.ieee.org/xpl/tocresult.jsp?isnumber=6172"
"2180"|"J RADIOANAL NUCL CHEM"|"Journal of Radioanalytical and Nuclear Chemistry"|"http://www.springerlink.com/content/105692/"
"2180"|"J RADIOANAL NUCL CHEM"|"Journal of Radioanalytical and Nuclear Chemistry"|"http://www.springerlink.com/content/105692/"
"2585"|"ANN PHARMACOTHER"|"Annals of Pharmacotherapy"|"http://www.theannals.com/"
"7889"|"BEHAV BRAIN SCI"|"Behavioral and Brain Sciences"|"http://journals.cambridge.org/action/displayJournal?jid=BBS"
"8566"|"PHYS REV B"|"Physical Review B"|"http://prb.aps.org/"
"373"|"IJCV"|"International Journal of Computer Vision"|"http://www.wkap.nl/journalhome.htm/0920-5691"
"8156"|"CHEM RES TOXICOL"|"Chemical Research in Toxicology"|"http://pubs.acs.org/journal/crtoec"
"3120"|"EUR J ANAESTH"|"European Journal of Anaesthesiology"|"http://journals.lww.com/ejanaesthesiology/pages/default.aspx"
"6929"|"METALL MATER TRANS A"|"Metallurgical and Materials Transactions A-physical Metallurgy and Materials Science"|"http://www.springerlink.com/content/120437/"
"1698"|"J PEPT SCI"|"Journal of Peptide Science"|"http://www.interscience.wiley.com/jpages/1075-2617/"
"2754"|"BRIT J DERMATOL"|"British Journal of Dermatology"|"http://www.wiley.com/bw/journal.asp?ref=0007-0963"
"2754"|"BRIT J DERMATOL"|"British Journal of Dermatology"|"http://www.wiley.com/bw/journal.asp?ref=0007-0963"
"8582"|"PHYSICA B"|"Physica B-condensed Matter"|"http://www.elsevier.com/wps/find/journaldescription.cws_home/505712/description#description"
