"id"|"shortname"|"fullname"|"homepage"
"4609"|"OFC"|"Optical Fiber Communication"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000522"
"371"|""|"SIGOPS European Workshop"|"http://www.informatik.uni-trier.de/~ley/db/conf/sigopsE/index.html"
"2390"|"WOA"|"Workshop From Objects to Agents"|"http://www.oggettiagenti.org/"
"1096"|"ICIP"|"International Conference on Image Processing"|"http://www.icip2011.com/"
"838"|"CVPR"|"Computer Vision and Pattern Recognition"|"http://cvpr2011.org/"
"1301"|""|"Latin-American Symposium on Dependable Computing"|"http://www.informatik.uni-trier.de/~ley/db/conf/ladc/index.html"
"1301"|""|"Latin-American Symposium on Dependable Computing"|"http://www.informatik.uni-trier.de/~ley/db/conf/ladc/index.html"
"101"|"ITC"|"International Test Conference"|"http://www.itctestweek.org/"
"5168"|"TELSIKS"|"International Conference on Telecommunications in Modern Satellite, Cable and Broadcasting Service"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000747"
"2028"|"IASTEDCI"|"Computational Intelligence"|""
"360"|"ISWC"|"International Semantic Web Conference"|"http://iswc2011.semanticweb.org/dates/"
"713"|"FPL"|"Field-Programmable Logic and Applications"|"http://fpl2011.org/index.php?cat_id=1"
"3773"|"EMBC"|"Annual International Conference of the IEEE Engineering in Medicine and Biology Society"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000269"
"2135"|"ISPASS"|"International Symposium on Performance Analysis of Systems and Software"|"http://ispass.org/"
"2135"|"ISPASS"|"International Symposium on Performance Analysis of Systems and Software"|"http://ispass.org/"
"3411"|"ICCAD"|"IEEE International Conference on Computer-Aided Design"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000151"
"1437"|""|"OTM Workshops"|"http://www.informatik.uni-trier.de/~ley/db/conf/otm/index.html"
"1437"|""|"OTM Workshops"|"http://www.informatik.uni-trier.de/~ley/db/conf/otm/index.html"
"636"|"DLog"|"Description Logics"|"http://www.informatik.uni-trier.de/~ley/db/conf/dlog/index.html"
"1258"|"IWANN"|"International Work-Conference on Artificial and NaturalNeural Networks"|"http://www.iwann-conference.es/"
"4643"|"PAC"|"Particle Accelerator, IEEE Conference"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000544"
"549"|"CAIP"|"Computer Analysis of Images and Patterns"|"http://congreso.us.es/caip2011/"
"38"|"ICRA"|"International Conference on Robotics and Automation"|"http://www.icra2011.org/show.asp?id=35"
"403"|"TARK"|"Theoretical Aspects of Rationality and Knowledge"|"http://www.philos.rug.nl/TARK2011/"
"172"|"MOBICOM"|"Mobile Computing and Networking"|"http://www.sigmobile.org/mobicom/2011/"
"456"|"HCC(VL)"|"Visual Languages/Human-Centric Computing Languages and Environments"|"http://www.cs.cmu.edu/~vlhcc2011/"
"1055"|"HPCA"|"International Symposium on High-Performance Computer Architecture"|"http://www.hpcaconf.org/hpca17"
"734"|"HCI"|"Human-Computer Interaction"|"http://www.hci2011.org/"
"3846"|"FCS"|"IEEE International Frequency Control Symposium"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000296"
"4139"|"I2MTC"|"IEEE Instrumentation and Measurement Technology Conference"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000377"
"1205"|"IPCC"|"International Professional Communication Conference"|"http://www.informatik.uni-trier.de/~ley/db/conf/ipcc/index.html"
"324"|"SAC"|"ACM Symposium on Applied Computing"|"http://sac2011.ryerson.ca/call_for_paper.html"
"1644"|"AICPS"|"ACM International Conference Proceeding Series"|""
"1644"|"AICPS"|"ACM International Conference Proceeding Series"|""
"187"|"NIPS"|"Neural Information Processing Systems"|"http://nips.cc/Conferences/2010/"
"1105"|"ICPADS"|"International Conference on Parallel and Distributed Systems"|"http://conf.ncku.edu.tw/icpads/"
"1105"|"ICPADS"|"International Conference on Parallel and Distributed Systems"|"http://conf.ncku.edu.tw/icpads/"
"288"|"AIMSA"|"Artificial Intelligence: Methodology, Systems, Applications"|"http://www.informatik.uni-trier.de/~ley/db/conf/aimsa/index.html"
"1846"|"CDVE"|"Cooperative Design, Visualization, and Engineering"|"http://www.cdve.org/"
"1070"|"ICALT"|"International Conference on Advanced Learning Technologies"|"http://www.ask4research.info/icalt/2011/"
"1821"|"BROADNETS"|"International Conference on Broadband Networks"|""
"266"|"ACSAC"|"Asia-Pacific Computer Systems Architecture Conference"|"http://www.informatik.uni-trier.de/~ley/db/conf/aPcsac/index.html"
"909"|"ECIR"|"European Colloquium on IR Research"|"http://www.ecir2011.dcu.ie/"
"610"|"DAC"|"Design Automation Conference"|"http://www2.dac.com/dac+2011.aspx"
"1258"|"IWANN"|"International Work-Conference on Artificial and NaturalNeural Networks"|"http://www.iwann-conference.es/"
"4598"|"EUROPE"|"OCEANS - Europe"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001270"
"736"|"HICSS"|"Hawaii International Conference on System Sciences"|"http://www.hicss.hawaii.edu/hicss_44/apahome44.htm"
"4304"|"APSURSI"|"Antennas and Propagation Society International Symposium"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000033"
"120"|"KDD"|"Knowledge Discovery and Data Mining"|"http://kdd.org/kdd/2011/"
"120"|"KDD"|"Knowledge Discovery and Data Mining"|"http://kdd.org/kdd/2011/"
"478"|"WCCE"|"World Conference on Computers in Education"|"http://www.informatik.uni-trier.de/~ley/db/conf/wcce/index.html"
"706"|"FOCS"|"IEEE Symposium on Foundations of Computer Science"|"http://theory.stanford.edu/focs2010/"
"22"|"ICDE"|"International Conference on Data Engineering"|"http://www.icde2011.org/"
"545"|"C5"|"Conference on Creating, Connecting and Collaborating through Computing"|"http://www.cm.is.ritsumei.ac.jp/c5-11/"
"2060"|"ICINCO"|"International Conference on Informatics in Control, Automation and Robotics"|"http://www.icinco.org"
"4115"|"ISIT"|"IEEE International Symposium on Information Theory"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000369"
"572"|"CIKM"|"International Conference on Information and Knowledge Management"|"http://www.cikm2011.org/"
"4304"|"APSURSI"|"Antennas and Propagation Society International Symposium"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000033"
"716"|"FQAS"|"Flexible Query-Answering Systems"|"http://fqas2011.ugent.be"
"4630"|"ISOT"|"International Symposium on Optomechatronic Technologies"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002942"
"2130"|"ISM"|"International Symposium on Multimedia"|""
"2911"|"CASE"|"IEEE International Conference on Automation Science and Engineering"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001095"
"4938"|"ISA/IEEE"|"Sensors for Industry Conference"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000661"
"789"|"CHI"|"Computer Human Interaction"|"http://www.chi2011.org/"
"4850"|"ICCV"|"Proceedings IEEE Workshop on Representation of Visual Scenes, In Conjuction with"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002335"
"20"|"ICCV"|"International Conference on Computer Vision"|"http://www.iccv2011.org/"
"1095"|"ICICS"|"International Conference on Information and Communication Security"|"http://www.informatik.uni-trier.de/~ley/db/conf/icics/index.html"
"5178"|"THZ"|"International Conference on Terahertz Electronics"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000752"
"610"|"DAC"|"Design Automation Conference"|"http://www2.dac.com/dac+2011.aspx"
"195"|"ER(OOER)"|""|"http://er2011.ulb.ac.be/"
"128"|"KRDB"|"Knowledge Representation Meets Databases"|"http://www.informatik.uni-trier.de/~ley/db/conf/krdb/index.html"
"1034"|"GREC"|"Graphics Recognition"|"http://www.informatik.uni-trier.de/~ley/db/conf/grec/index.html"
"1549"|"BMCV"|"Biologically Motivated Computer Vision"|"http://www.informatik.uni-trier.de/~ley/db/conf/bmcv/index.html"
"31"|"ICLP(JICSLP)"|"International Conference on Logic Programming/Joint International Conference and Symposium on Logic Programming"|"http://www.cs.uky.edu/iclp2011/"
"1549"|"BMCV"|"Biologically Motivated Computer Vision"|"http://www.informatik.uni-trier.de/~ley/db/conf/bmcv/index.html"
"44"|"ICTAI"|"International Conference on Tools with Artificial Intelligence"|"http://www.cse.fau.edu/ictai2011/"
"230"|"PPSC"|"Parallel Processing for Scientific Computing"|"http://www.siam.org/meetings/pp10/"
"651"|"DSN"|"Dependable Systems and Networks"|"http://www.dsn.org"
"651"|"DSN"|"Dependable Systems and Networks"|"http://www.dsn.org"
"2022"|"HPCC"|"High Performance Computing and Communications"|""
"2022"|"HPCC"|"High Performance Computing and Communications"|""
"1107"|"ICPP(Workshop)"|"International Conference on Parallel Processing"|"http://www.icpp2011.org/"
"651"|"DSN"|"Dependable Systems and Networks"|"http://www.dsn.org"
"651"|"DSN"|"Dependable Systems and Networks"|"http://www.dsn.org"
"50"|"IDA"|"Intelligent Data Analysis"|"http://www.ida2011.org"
"254"|"AAMAS(Agents)"|"Autonomous Agents & Multiagent Systems/International Conference on Autonomous Agents"|"http://www.aamas2011.tw/index.html"
"35"|"ICML"|"International Conference on Machine Learning"|"http://www.icml2010.org/"
"5150"|"TEDC"|"IEEE International Workshop on Technology for Education in Developing Countries"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002098"
"5150"|"TEDC"|"IEEE International Workshop on Technology for Education in Developing Countries"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002098"
"977"|""|"Financial Cryptography"|"http://ifca.ai/fc11/"
"977"|""|"Financial Cryptography"|"http://ifca.ai/fc11/"
"838"|"CVPR"|"Computer Vision and Pattern Recognition"|"http://cvpr2011.org/"
"31"|"ICLP(JICSLP)"|"International Conference on Logic Programming/Joint International Conference and Symposium on Logic Programming"|"http://www.cs.uky.edu/iclp2011/"
"2762"|"WCNC"|"IEEE Wireless Communications & Networking Conference"|"http://ieee-wcnc.org/2011"
"572"|"CIKM"|"International Conference on Information and Knowledge Management"|"http://www.cikm2011.org/"
"636"|"DLog"|"Description Logics"|"http://www.informatik.uni-trier.de/~ley/db/conf/dlog/index.html"
"232"|"PRICAI"|"Pacific Rim International Conference on Artificial Intelligence"|"http://www.pricai2010.org/"
"69"|"INFOCOM"|"IEEE INFOCOM"|"http://www.ieee-infocom.org/2011/"
"568"|"CHES"|"Cryptographic Hardware and Embedded Systems"|"http://www.iacr.org/workshops/ches/ches2011/"
"568"|"CHES"|"Cryptographic Hardware and Embedded Systems"|"http://www.iacr.org/workshops/ches/ches2011/"
"464"|"VR"|"Virtual Reality"|"http://www.informatik.uni-trier.de/~ley/db/conf/vr/index.html"
"2130"|"ISM"|"International Symposium on Multimedia"|""
"550"|"CAiSE"|"Conference on Advanced Information Systems Engineering"|"http://www.caise2011.com"
"550"|"CAiSE"|"Conference on Advanced Information Systems Engineering"|"http://www.caise2011.com"
"214"|"PDPTA"|"Parallel and Distributed Processing Techniques and Applications"|"http://www.world-academy-of-science.org/worldcomp10/ws/conferences/pdpta10"
"4247"|"CLEO/Pacific Rim"|"Pacific Rim Conference on Lasers and Electro-Optics"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000414"
"370"|"SIGMOD"|"International Conference on Management of Data"|"http://www.sigmod2011.org/"
"1034"|"GREC"|"Graphics Recognition"|"http://www.informatik.uni-trier.de/~ley/db/conf/grec/index.html"
"4548"|"ISAF"|"IEEE International Symposium on Applications of Ferroelectrics"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000041"
"2936"|"ICTON"|"International Conference on Transparent Optical Networks"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000766"
"4548"|"ISAF"|"IEEE International Symposium on Applications of Ferroelectrics"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000041"
"53"|"IDEAS"|"International Database Engineering and Application Symposium"|"http://ideas.encs.concordia.ca/ideas11/CFP.html"
"442"|"USENIX"|"USENIX Technical Conference"|"http://www.usenix.org/events/atc10/"
"394"|"SWAT"|"Scandinavian Workshop on Algorithm Theory"|"http://org.uib.no/swat2010/"
"1292"|"K-CAP"|"International Conference on Knowledge Capture"|"http://kcap11.stanford.edu/"
"1848"|"CEC"|"IEEE Congress on Evolutionary Computation"|"http://cec2011.org/"
"386"|"SRDS"|"Symposium on Reliable Distributed Systems"|"http://lsd.ls.fi.upm.es/srds2011/"
"386"|"SRDS"|"Symposium on Reliable Distributed Systems"|"http://lsd.ls.fi.upm.es/srds2011/"
"748"|"ICMAS"|"International Conference on Multiagent Systems"|"http://www.ifaamas.org/"
"629"|"DFT"|"Defect and Fault Tolerance in VLSI Systems"|"http://www.informatik.uni-trier.de/~ley/db/conf/dft/index.html"
"1083"|"ICDAR"|"International Conference on Document Analysis and Recognition"|"http://www.icdar2011.org/"
"384"|"SPIRE"|"String Processing and Information Retrieval"|"http://spire2011.isti.cnr.it/"
"1292"|"K-CAP"|"International Conference on Knowledge Capture"|"http://kcap11.stanford.edu/"
"741"|"HPDC"|"IEEE International Symposium on High Performance Distributed Computing"|"http://www.hpdc.org/2011/"
"741"|"HPDC"|"IEEE International Symposium on High Performance Distributed Computing"|"http://www.hpdc.org/2011/"
"9"|"ICALP"|"International Colloquium on Automata, Languages and Programming"|"http://icalp11.inf.ethz.ch/"
"9"|"ICALP"|"International Colloquium on Automata, Languages and Programming"|"http://icalp11.inf.ethz.ch/"
"4393"|"MTT"|"Microwave, MTT-S International Symposium"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000460"
"2911"|"CASE"|"IEEE International Conference on Automation Science and Engineering"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001095"
"1036"|""|"Grid Computing"|"http://www.grid2010.org/"
"12"|"ICANN"|"Int. Conference on Artificial Neural Networks"|"http://www.cis.hut.fi/icann2011/index.php"
"38"|"ICRA"|"International Conference on Robotics and Automation"|"http://www.icra2011.org/show.asp?id=35"
"526"|"WWW"|"World Wide Web Conference Series"|"http://wwwconference.org/www2011/"
"526"|"WWW"|"World Wide Web Conference Series"|"http://wwwconference.org/www2011/"
"324"|"SAC"|"ACM Symposium on Applied Computing"|"http://sac2011.ryerson.ca/call_for_paper.html"
"4728"|"PESS"|"Power Engineering Society, IEEE Summer Meeting"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000582"
"1492"|"PRDC"|"Pacific Rim International Symposium on Dependable Computing"|"http://prdc.dependability.org/2011/"
"1492"|"PRDC"|"Pacific Rim International Symposium on Dependable Computing"|"http://prdc.dependability.org/2011/"
"1516"|""|"Bildverarbeitung fur die Medizin"|"http://www.bvm-workshop.org/"
"4139"|"I2MTC"|"IEEE Instrumentation and Measurement Technology Conference"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000377"
"935"|"ESAW"|"Engineering Societies in the Agent World"|"http://www.informatik.uni-trier.de/~ley/db/conf/esaw/index.html"
"717"|"FroCos"|"Frontiers of Combining Systems"|"http://www.informatik.uni-trier.de/~ley/db/conf/frocos/index.html"
"38"|"ICRA"|"International Conference on Robotics and Automation"|"http://www.icra2011.org/show.asp?id=35"
"3449"|"ICCA"|"International Conference on Control and Automation"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000167"
"3766"|"EMPD"|"International Conference on Energy Management and Power Delivery"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000267"
"3766"|"EMPD"|"International Conference on Energy Management and Power Delivery"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000267"
"706"|"FOCS"|"IEEE Symposium on Foundations of Computer Science"|"http://theory.stanford.edu/focs2010/"
"1100"|""|"Autonome Mobile Systeme"|"http://www.informatik.uni-trier.de/~ley/db/conf/ams/index.html"
"943"|"ESORICS"|"European Symposium on Research in Computer Security"|"https://www.cosic.esat.kuleuven.be/esorics2011/"
"943"|"ESORICS"|"European Symposium on Research in Computer Security"|"https://www.cosic.esat.kuleuven.be/esorics2011/"
"711"|"FPCA"|"Functional Programming Languages and Computer Architecture"|"http://www.informatik.uni-trier.de/~ley/db/conf/fpca/index.html"
"1437"|""|"OTM Workshops"|"http://www.informatik.uni-trier.de/~ley/db/conf/otm/index.html"
"1437"|""|"OTM Workshops"|"http://www.informatik.uni-trier.de/~ley/db/conf/otm/index.html"
"403"|"TARK"|"Theoretical Aspects of Rationality and Knowledge"|"http://www.philos.rug.nl/TARK2011/"
"1096"|"ICIP"|"International Conference on Image Processing"|"http://www.icip2011.com/"
"789"|"CHI"|"Computer Human Interaction"|"http://www.chi2011.org/"
"6"|"ICAC"|"International Conference on Autonomic Computing"|"http://www.autonomic-conference.org/"
"6"|"ICAC"|"International Conference on Autonomic Computing"|"http://www.autonomic-conference.org/"
"360"|"ISWC"|"International Semantic Web Conference"|"http://iswc2011.semanticweb.org/dates/"
"4304"|"APSURSI"|"Antennas and Propagation Society International Symposium"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000033"
"187"|"NIPS"|"Neural Information Processing Systems"|"http://nips.cc/Conferences/2010/"
"5168"|"TELSIKS"|"International Conference on Telecommunications in Modern Satellite, Cable and Broadcasting Service"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000747"
"1188"|""|"Agent-Oriented Information Systems"|"http://www.informatik.uni-trier.de/~ley/db/conf/aois/index.html"
"4139"|"I2MTC"|"IEEE Instrumentation and Measurement Technology Conference"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000377"
"1260"|"IWCC"|"International Workshop on Cluster Computing"|"http://www.cluster2010.org/"
"649"|"DS"|"Discovery Science"|"http://ds2011.org"
"25"|"ICECCS"|"International Conference on Engineering of Complex Computer Systems"|"http://www.iceccs.org/2011/cfp.html"
"610"|"DAC"|"Design Automation Conference"|"http://www2.dac.com/dac+2011.aspx"
"1394"|"NCA"|"Network Computing and Applications"|"http://www.ieee-nca.org"
"4643"|"PAC"|"Particle Accelerator, IEEE Conference"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000544"
"202"|"PADL"|"Practical Aspects of Declarative Languages"|"http://www.dcc.fc.up.pt/PADL-2011/"
"1215"|"IPTPS"|"Peer-to-Peer Systems"|"http://www.iptps.org/"
"1215"|"IPTPS"|"Peer-to-Peer Systems"|"http://www.iptps.org/"
"1073"|"ICC"|"IEEE International Conference on Communications"|"http://www.ieee-icc.org/2011/"
"706"|"FOCS"|"IEEE Symposium on Foundations of Computer Science"|"http://theory.stanford.edu/focs2010/"
"1108"|"ICPR"|"International Conference on Pattern Recognition"|"http://www.icpr2012.org/"
"1321"|""|"Applied Cryptography and Network Security"|"http://www.isac.uma.es/acns2011/"
"324"|"SAC"|"ACM Symposium on Applied Computing"|"http://sac2011.ryerson.ca/call_for_paper.html"
"324"|"SAC"|"ACM Symposium on Applied Computing"|"http://sac2011.ryerson.ca/call_for_paper.html"
"2381"|"WIOPT"|"Modeling and Optimization in Mobile, Ad-Hoc and Wireless Networks"|"http://scenic.princeton.edu/wiopt/"
"1543"|""|"Scandinavian Conference on Image Analysis"|"http://www.informatik.uni-trier.de/~ley/db/conf/scia/index.html"
"525"|"HotOS(WWOS)"|"Workshop on Workstation Operating Systems (now HotOS)/Workshop on Hot Topics in Operating Systems"|"http://www.usenix.org/events/hotos11/"
"931"|""|"Evolutionary Multi-Criterion Optimization"|"http://www.informatik.uni-trier.de/~ley/db/conf/emo/index.html"
"417"|"TIME"|"Workshops"|"http://www.lsv.ens-cachan.fr/Events/TIME10/"
"1806"|"ATVA"|"Automated Technology for Verification and Analysis"|"http://www2.ee.ntu.edu.tw/~atva2011/"
"150"|"MCS"|"Multiple Classifier Systems"|"http://www.diee.unica.it/mcs/"
"1394"|"NCA"|"Network Computing and Applications"|"http://www.ieee-nca.org"
"1394"|"NCA"|"Network Computing and Applications"|"http://www.ieee-nca.org"
"544"|"BTW"|"Datenbanksysteme in Büro, Technik und Wissenschaft(German Database Conference)"|"http://www.informatik.uni-trier.de/~ley/db/conf/btw/index.html"
"1014"|""|"Grid and Cooperative Computing"|"http://www.informatik.uni-trier.de/~ley/db/conf/gcc/index.html"
"3527"|"DRC"|"Device Research Conference"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000199"
"38"|"ICRA"|"International Conference on Robotics and Automation"|"http://www.icra2011.org/show.asp?id=35"
"2821"|"IROS"|"International Conference on Intelligent RObots and Systems - IROS"|"http://www.iros2011.org/"
"4609"|"OFC"|"Optical Fiber Communication"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000522"
"368"|"SIGIR"|"Research and Development in Information Retrieval"|"http://www.sigir2011.org"
"4304"|"APSURSI"|"Antennas and Propagation Society International Symposium"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000033"
"4176"|"IDAACS"|"IEEE International Workshop on Intelligent Data Acquisition and Advanced Computing Systems: Technology and Applications"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000389"
"35"|"ICML"|"International Conference on Machine Learning"|"http://www.icml2010.org/"
"736"|"HICSS"|"Hawaii International Conference on System Sciences"|"http://www.hicss.hawaii.edu/hicss_44/apahome44.htm"
"1124"|""|"Synthesis for Control Dominated Circuits"|"http://www.informatik.uni-trier.de/~ley/db/conf/ifip10-2/index.html"
"2830"|"RIAO"|"Recherche d'Information Assistee par Ordinateur"|"http://riao.free.fr/"
"736"|"HICSS"|"Hawaii International Conference on System Sciences"|"http://www.hicss.hawaii.edu/hicss_44/apahome44.htm"
"65"|"IKE"|"Information and Knowledge Engineering"|"http://www.world-academy-of-science.org/worldcomp11/ws/conferences/ike11"
"46"|"ICWE"|"International Conference on Web Engineering"|"http://icwe2011.webengineering.org/"
"2086"|"IEEEARES"|"Availability, Reliability and Security"|"http://www.ares-conference.eu/conf/"
"2086"|"IEEEARES"|"Availability, Reliability and Security"|"http://www.ares-conference.eu/conf/"
"526"|"WWW"|"World Wide Web Conference Series"|"http://wwwconference.org/www2011/"
"838"|"CVPR"|"Computer Vision and Pattern Recognition"|"http://cvpr2011.org/"
"622"|"DBSEC"|"IFIP Workshop on Database Security"|"http://www.egr.vcu.edu/dbsec2011/"
"342"|"SCCC"|"International Conference of the Chilean Computer Science Society"|"http://www.informatik.uni-trier.de/~ley/db/conf/sccc/index.html"
"4803"|"QELS"|"Quantum Electronics and Laser Science Conference"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1800476"
"3548"|"WODES"|"International Workshop on Discrete Event Systems"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002089"
"21"|"ICDCS"|"International Conference on Distributed Computing Systems"|"http://www.seas.gwu.edu/~cheng/ICDCS2011/index.html"
"706"|"FOCS"|"IEEE Symposium on Foundations of Computer Science"|"http://theory.stanford.edu/focs2010/"
"187"|"NIPS"|"Neural Information Processing Systems"|"http://nips.cc/Conferences/2010/"
"4998"|"ASILOMAR"|"Asilomar Conference on Signals, Systems & Computers"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000671"
"3906"|"GLOBECOM"|"Global Telecommunications Conference, . GLOBECOM . IEEE"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000308"
"2214"|"NATW"|"IEEE North Atlantic Test Workshop"|"http://www.eng.auburn.edu/~strouce/NATW2011.html"
"1102"|"ICN"|"International Conference on Networking"|"http://www.informatik.uni-trier.de/~ley/db/conf/icn/index.html"
"4672"|"SOPO"|"Symposium on Photonics and Optoelectronics"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002859"
"5061"|"TRANSDUCERS"|"International Conference on Solid State Sensors and Actuators"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000712"
"5061"|"TRANSDUCERS"|"International Conference on Solid State Sensors and Actuators"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000712"
"199"|"P2P"|"Peer-to-Peer Computing"|"http://p2p11.org/"
"1088"|""|"Agent Mediated Knowledge Management"|"http://www.informatik.uni-trier.de/~ley/db/conf/amkm/index.html"
"162"|"MICRO"|"International Symposium on Microarchitecture"|"http://www.microarch.org/micro44/"
"910"|"ECOOP(Workshop)"|"European Conference on Object-Oriented Programming"|"http://www.informatik.uni-trier.de/~ley/db/conf/ecoopw/index.html"
"3996"|"ICIP"|"Image Processing, IEEE International Conference"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000349"
"386"|"SRDS"|"Symposium on Reliable Distributed Systems"|"http://lsd.ls.fi.upm.es/srds2011/"
"386"|"SRDS"|"Symposium on Reliable Distributed Systems"|"http://lsd.ls.fi.upm.es/srds2011/"
"1068"|""|"Iberian Conference on Pattern Recognition and Image Analysis"|"http://www.ibpria2011.ulpgc.es/"
"4939"|"SENSORS"|"IEEE"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000662"
"873"|""|"ACS/IEEE International Conference on Computer Systems and Applications"|"http://www.informatik.uni-trier.de/~ley/db/conf/aiccsa/index.html"
"838"|"CVPR"|"Computer Vision and Pattern Recognition"|"http://cvpr2011.org/"
"2787"|"Geoinformatics"|"International Conference on GeoInformatics"|"http://www.cpgis.org/Conferences/ConferenceDefault.aspx?ID=61"
"2561"|"ACHI"|"International Conference on Advances in Computer-Human Interaction"|"http://www.iaria.org/conferences2011/ACHI11.html"
"1083"|"ICDAR"|"International Conference on Document Analysis and Recognition"|"http://www.icdar2011.org/"
"610"|"DAC"|"Design Automation Conference"|"http://www2.dac.com/dac+2011.aspx"
"442"|"USENIX"|"USENIX Technical Conference"|"http://www.usenix.org/events/atc10/"
"254"|"AAMAS(Agents)"|"Autonomous Agents & Multiagent Systems/International Conference on Autonomous Agents"|"http://www.aamas2011.tw/index.html"
"1188"|""|"Agent-Oriented Information Systems"|"http://www.informatik.uni-trier.de/~ley/db/conf/aois/index.html"
"4304"|"APSURSI"|"Antennas and Propagation Society International Symposium"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000033"
"4304"|"APSURSI"|"Antennas and Propagation Society International Symposium"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000033"
"2830"|"RIAO"|"Recherche d'Information Assistee par Ordinateur"|"http://riao.free.fr/"
"184"|"Networking"|"Networking"|"http://networking2011.org/call-sub/cfp.html"
"3061"|"WCC"|"Wireless Communications Conference"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000818"
"4558"|"NNSP"|"IEEE XIII Workshop on Neural Networks for Signal Processing"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000497"
"585"|"COCOON"|"Computing and Combinatorics"|"http://theory.utdallas.edu/COCOON11/"
"1051"|"HIPS"|"High-Level Parallel Programming Models and Supportive Environments"|"http://www.unixer.de/hips2011/"
"4643"|"PAC"|"Particle Accelerator, IEEE Conference"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000544"
"4885"|"SARNOF"|"Sarnoff Symposium, IEEE"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000021"
"370"|"SIGMOD"|"International Conference on Management of Data"|"http://www.sigmod2011.org/"
"4304"|"APSURSI"|"Antennas and Propagation Society International Symposium"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000033"
"910"|"ECOOP(Workshop)"|"European Conference on Object-Oriented Programming"|"http://www.informatik.uni-trier.de/~ley/db/conf/ecoopw/index.html"
"1589"|""|"Storage and Retrieval for Image and Video Databases"|"http://www.informatik.uni-trier.de/~ley/db/conf/spieSR/index.html"
"392"|"STOC"|"ACM Symposium on Theory of Computing"|"http://www2.research.att.com/~dsj/stoc11/stoc11.html"
"3411"|"ICCAD"|"IEEE International Conference on Computer-Aided Design"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000151"
"20"|"ICCV"|"International Conference on Computer Vision"|"http://www.iccv2011.org/"
